"GEO_ID","NAME","B25064_001E","B25064_001M",
"Geography","Geographic Area Name","Estimate!!Median gross rent","Margin of Error!!Median gross rent",
"1400000US17031230200","Census Tract 2302; Cook County; Illinois","1427","373",
"1400000US17031230300","Census Tract 2303; Cook County; Illinois","1467","596",
"1400000US17031230400","Census Tract 2304; Cook County; Illinois","1481","260",
"1400000US17031230500","Census Tract 2305; Cook County; Illinois","988","416",
"1400000US17031230600","Census Tract 2306; Cook County; Illinois","1333","116",
"1400000US17031230700","Census Tract 2307; Cook County; Illinois","1504","440",
"1400000US17031230800","Census Tract 2308; Cook County; Illinois","1446","384",
"1400000US17031230900","Census Tract 2309; Cook County; Illinois","1616","289",
"1400000US17031231100","Census Tract 2311; Cook County; Illinois","1284","292",
"1400000US17031231200","Census Tract 2312; Cook County; Illinois","1541","323",
"1400000US17031231500","Census Tract 2315; Cook County; Illinois","1084","80",
"1400000US17031240200","Census Tract 2402; Cook County; Illinois","1695","390",
"1400000US17031240300","Census Tract 2403; Cook County; Illinois","2224","187",
"1400000US17031240500","Census Tract 2405; Cook County; Illinois","2826","499",
"1400000US17031240600","Census Tract 2406; Cook County; Illinois","2344","211",
"1400000US17031240700","Census Tract 2407; Cook County; Illinois","1597","384",
"1400000US17031240800","Census Tract 2408; Cook County; Illinois","1543","185",
"1400000US17031240900","Census Tract 2409; Cook County; Illinois","1736","149",
"1400000US17031241000","Census Tract 2410; Cook County; Illinois","1810","70",
"1400000US17031241100","Census Tract 2411; Cook County; Illinois","1926","147",
"1400000US17031241200","Census Tract 2412; Cook County; Illinois","1629","406",
"1400000US17031241300","Census Tract 2413; Cook County; Illinois","2329","290",
"1400000US17031241400","Census Tract 2414; Cook County; Illinois","2539","412",
"1400000US17031241500","Census Tract 2415; Cook County; Illinois","2424","245",
"1400000US17031241600","Census Tract 2416; Cook County; Illinois","2150","203",
"1400000US17031242000","Census Tract 2420; Cook County; Illinois","1713","337",
"1400000US17031242100","Census Tract 2421; Cook County; Illinois","2147","176",
"1400000US17031242200","Census Tract 2422; Cook County; Illinois","2265","100",
"1400000US17031242300","Census Tract 2423; Cook County; Illinois","1997","220",
"1400000US17031242400","Census Tract 2424; Cook County; Illinois","1921","129",
"1400000US17031242500","Census Tract 2425; Cook County; Illinois","1857","108",
"1400000US17031242600","Census Tract 2426; Cook County; Illinois","1751","191",
"1400000US17031242700","Census Tract 2427; Cook County; Illinois","1600","179",
"1400000US17031242800","Census Tract 2428; Cook County; Illinois","1953","243",
"1400000US17031242900","Census Tract 2429; Cook County; Illinois","1819","99",
"1400000US17031243000","Census Tract 2430; Cook County; Illinois","2081","304",
"1400000US17031243100","Census Tract 2431; Cook County; Illinois","1741","134",
"1400000US17031243200","Census Tract 2432; Cook County; Illinois","2189","103",
"1400000US17031243300","Census Tract 2433; Cook County; Illinois","2146","143",
"1400000US17031243400","Census Tract 2434; Cook County; Illinois","1899","286",
"1400000US17031243500","Census Tract 2435; Cook County; Illinois","2542","174",
"1400000US17031250200","Census Tract 2502; Cook County; Illinois","1020","291",
"1400000US17031250300","Census Tract 2503; Cook County; Illinois","1256","139",
"1400000US17031250400","Census Tract 2504; Cook County; Illinois","1392","184",
"1400000US17031250500","Census Tract 2505; Cook County; Illinois","1514","521",
"1400000US17031250600","Census Tract 2506; Cook County; Illinois","999","498",
"1400000US17031250700","Census Tract 2507; Cook County; Illinois","1249","148",
"1400000US17031250800","Census Tract 2508; Cook County; Illinois","1258","195",
